1.000000000000000000e+00;1.000000000000000000e+00;2.000000000000000000e+00;3.000000000000000000e+00;4.000000000000000000e+00;5.000000000000000000e+00;6.000000000000000000e+00;7.000000000000000000e+00;8.000000000000000000e+00;9.000000000000000000e+00;1.000000000000000000e+01;1.100000000000000000e+01;1.200000000000000000e+01;1.300000000000000000e+01;1.400000000000000000e+01;1.500000000000000000e+01;1.600000000000000000e+01;1.700000000000000000e+01;1.800000000000000000e+01;1.900000000000000000e+01
0.000000000000000000e+00;5.329035681540000269e+02;1.178630552384612002e+02;-1.009777440369467456e+02;-2.048456447977492303e+02;-2.055408773200266808e+02;-3.424246141978637752e+02;-3.175447473108442296e+02;-3.080369560537703819e+02;-2.625054993486817239e+02;-2.038999688691268943e+02;-1.275357169435840916e+02;4.327407970476370025e+01;2.845719862592827454e+01;-1.400614967714850145e+01;-4.487517107023516871e+01;-1.009878605450842457e+02;-1.569895280203213588e+02;-2.514109283476248322e+02;-3.627563794954234595e+02
4.000000000000000000e+00;3.408428824101944201e+02;-5.428765287444391561e+02;-6.543080169564594826e+02;-6.449190853727222930e+02;-5.392325226233913327e+02;-6.452933059968287353e+02;-5.366099369842088436e+02;-4.730224947371597182e+02;-3.939555404278817150e+02;-2.323343145559578886e+02;-1.177566046288368113e+02;4.888133551692191503e+01;5.217141412585672811e+01;5.791410482142573812e+01;6.593995187927220059e+01;6.112224090204029636e+01;5.620379693862535220e+01;8.298294878014864651e+01;1.256674026514439930e+02
6.000000000000000000e+00;-1.180891819167008663e+02;-8.907856597367890572e+02;-9.222238732632863503e+02;-8.489436296796142187e+02;-6.851525432429109514e+02;-7.722527427464202674e+02;-6.474073784260735920e+02;-5.526879514355284755e+02;-3.941783692073555585e+02;-2.608423349354234801e+02;-1.224512079387848615e+02;4.193789756128219892e+01;6.088204167578989257e+01;8.876972522086958861e+01;1.125089285549912148e+02;1.215841061569874029e+02;1.366767106769644329e+02;1.998034958203913902e+02;2.834808134753673698e+02
8.000000000000000000e+00;-8.732776503625138957e+02;-1.306123145282586620e+03;-1.232292870187460039e+03;-1.076565208512518439e+03;-8.471152393680233672e+02;-9.211814043900358229e+02;-7.631696370538174961e+02;-5.782709612021167231e+02;-4.373724553066179510e+02;-2.743526416006457112e+02;-1.190154005581559460e+02;3.167029424549982153e+01;6.828019988715890065e+01;1.168324736992283732e+02;1.543569687954298217e+02;1.748304045422111983e+02;2.067180611263160017e+02;2.937613468673755506e+02;3.990008799483004509e+02
9.000000000000000000e+00;-1.288638426069834850e+03;-1.479769344485813235e+03;-1.351519360540331718e+03;-1.177458158952872736e+03;-9.199248998607394014e+02;-9.991857868642517815e+02;-7.210541572016539931e+02;-6.105750724590324126e+02;-4.461828707119524324e+02;-2.751147447746841408e+02;-1.153534820370877583e+02;2.146942775979830031e+01;6.904691871397740499e+01;1.284694067549997953e+02;1.732677101835663791e+02;1.966791257968663160e+02;2.339623806482795771e+02;3.294820104818960544e+02;4.392845054279105739e+02
1.000000000000000000e+01;-1.658593266848130042e+03;-1.627783510078113977e+03;-1.459808879786060743e+03;-1.272768651580955520e+03;-1.001098770711383054e+03;-1.034088033791205817e+03;-7.514383698822031192e+02;-6.273914993537607643e+02;-4.471521671553252872e+02;-2.654806641567229804e+02;-1.042628017708765640e+02;4.086570075004389402e+00;6.503845872825860397e+01;1.346946893305326967e+02;1.856897343087087506e+02;2.117968109876277651e+02;2.545937161538009548e+02;3.570653115714197838e+02;4.665315196662176618e+02
1.100000000000000000e+01;-1.982958656244016083e+03;-1.731425351061996707e+03;-1.580040812848697442e+03;-1.371230199173644905e+03;-1.008654389144200536e+03;-1.041874760379456347e+03;-7.754321019024160933e+02;-6.290496514512911972e+02;-4.305679993533253196e+02;-2.387186313953480692e+02;-9.352886861267241159e+01;-2.878350575105995901e+01;5.385043614730498973e+01;1.417029314146903971e+02;1.959758842232820086e+02;2.269802636561787494e+02;2.745924731768800484e+02;3.816111260308716737e+02;4.913327110066203431e+02
1.200000000000000000e+01;-2.231643321797771932e+03;-1.818438057087221978e+03;-1.670781228097312123e+03;-1.405982962298411849e+03;-1.017975678343053232e+03;-1.058304908000068735e+03;-7.782227323195822919e+02;-6.220266600143179403e+02;-4.055003636268220362e+02;-2.095259873461039604e+02;-9.548676574196453259e+01;-5.226034259607216370e+01;4.860754767660627351e+01;1.466481377890468423e+02;2.070897091591124877e+02;2.414652489289125015e+02;2.910866925437485406e+02;4.023294236935148547e+02;5.095248313074358180e+02
1.400000000000000000e+01;-2.540391458682006942e+03;-1.902605731224372448e+03;-1.695995558736169187e+03;-1.360101322703672395e+03;-1.011127292662133414e+03;-1.009370806231918323e+03;-6.823218937293360113e+02;-4.599707256131854365e+02;-2.226117250336708651e+02;-1.854906278968521747e+02;-1.810118439437828499e+02;-1.509359428092767814e+02;-1.118206682728461132e+01;1.142966637256384246e+02;2.114613507099195999e+02;2.515646957984277208e+02;3.082772758646278248e+02;4.242984827285673646e+02;5.262332632998495683e+02
1.500000000000000000e+01;-2.520873011027549637e+03;-1.848995697437644367e+03;-1.593285689209502834e+03;-1.249329267483125022e+03;-8.876207419970506862e+02;-8.644739773531507581e+02;-5.025960347751343988e+02;-3.204546491024909187e+02;-2.570863424553863297e+02;-2.687958233384443929e+02;-2.506447260522625129e+02;-2.109848543260408746e+02;-2.564082838227001204e+01;1.320591611506974630e+02;2.128357906788459957e+02;2.541783506810121196e+02;3.138601182379162537e+02;4.302571481914409333e+02;5.303437105606519708e+02
1.700000000000000000e+01;-2.416720063175141149e+03;-1.665716290229662491e+03;-1.341084839573364889e+03;-9.898248243535833808e+02;-5.899233604032139056e+02;-4.687534448441933819e+02;-2.957933884793716857e+02;-2.826070095814886258e+02;-2.862903119596986699e+02;-2.952914273980070448e+02;-3.009595505302391416e+02;-2.487933358735046170e+02;-5.966490148815482542e+01;1.142359277727581457e+02;2.053146648020345424e+02;2.527471380890338537e+02;3.150064139290369667e+02;4.343441358480264398e+02;5.339390040050885773e+02
